RecId,Валюта,Дата,Накладная,Внутренняя накладная,Номенклатура,Описание,Количество,Единица измерения,Сумма,Сумма НДС,Поставщик,Наименование поставщика
5637218250.0,RUB,2020-12-01,37,ВН-021182,000000117, представительские обеды,0.0,шт,12532.0,0.0,П0005244,ИП Азовцева Оксана Александровна
5637218251.0,RUB,2020-12-29,Ф0800008490,ВН-021183,000000007,Поверка газосигнализаторов ТЭЦ,0.0,шт,40347.9,0.0,П0003617,"Общество с ограниченной ответственностью""Феррата"""
5637218252.0,RUB,2020-12-13,Ф0800007229,ВН-021184,000000075,"Поверка дозаторов, манометры",0.0,шт,4936.3,0.0,П0003617,"Общество с ограниченной ответственностью""Феррата"""
5637218253.0,RUB,2020-12-28,1226810/0010,ВН-021185,000000201,Доставка грузов (накладные расходы),0.0,шт,288.33,57.67,П0001241,ООО ДЕЛОВЫЕ ЛИНИИ
5637218254.0,RUB,2020-12-28,1226810/0010,ВН-021185,000000091,Страхование (ОП),0.0,шт,36.0,0.0,П0001241,ООО ДЕЛОВЫЕ ЛИНИИ
5637218255.0,RUB,2020-12-27,347,ВН-021190,000000192,Перевозка жома гран.(в тоннах),0.0,т,550224.0,0.0,П0005273,ИП Василенко Евгений Алексеевич
5637218256.0,RUB,2020-12-27,354Е,ВН-021191,000000192,Перевозка жома гран.(в тоннах),0.0,т,508044.0,0.0,П0005256,ИП Василенко Денис Алексеевич
5637218257.0,RUB,2020-12-20,344Е,ВН-021192,000000192,Перевозка жома гран.(в тоннах),0.0,т,330336.0,0.0,П0005256,ИП Василенко Денис Алексеевич
5637218258.0,RUB,2020-12-13,327Е,ВН-021193,000000192,Перевозка жома гран.(в тоннах),0.0,т,369588.0,0.0,П0005256,ИП Василенко Денис Алексеевич
5637218259.0,RUB,2020-12-06,323Е,ВН-021194,000000192,Перевозка жома гран.(в тоннах),0.0,т,515052.0,0.0,П0005256,ИП Василенко Денис Алексеевич
5637218260.0,RUB,2020-12-22,1000004170/10,ВН-021195,000000041, Центр гигиены и эпидемиологии,0.0,шт,21752.08,4350.41,П0004787,"УФК по Краснодарскому краю (Тихорецкий филиал ФБУЗ ""Центр гигиены и эпидемиологии в Краснодарском крае"") л/с 20186U63960"
5637218261.0,RUB,2020-12-29,317,ВН-021198,103017977,Газ жидкий/кг/,220.0,кг,14300.0,0.0,П0000231,"АО ""Тбилисскаягазстрой"""
5637218262.0,RUB,2020-12-30,5250,ВН-021199,101110494,Картридж,10.0,шт,87500.0,17500.0,П0003843,"ООО ""Прима АйТи"""
5637218263.0,RUB,2020-12-30,5250,ВН-021199,105011331,Жесткий диск,8.0,шт,30209.67,6041.93,П0003843,"ООО ""Прима АйТи"""
5637218264.0,RUB,2020-12-30,5250,ВН-021199,000001838,Ноутбук,1.0,шт,104416.66,20883.34,П0003843,"ООО ""Прима АйТи"""
5637218265.0,RUB,2020-12-29,129,ВН-021200,000000117,Прочие услуги АУП (ИТР) 20%,0.0,шт,1325.0,0.0,П0000001,Через Подотчетное лицо
5637218266.0,RUB,2020-12-30,50,ВН-021201,000000219,Прочие услуги (Общежитие),0.0,шт,838.0,0.0,П0000001,Через Подотчетное лицо
5637218267.0,RUB,2020-12-31,17638,ВН-021204,101110324,Канцтовары,1.0,компл,15085.0,0.0,П0000001,Через Подотчетное лицо
5637218268.0,RUB,2020-12-29,346,ВН-021206,000000064,Монтаж насосов барометрической воды,0.0,шт,137101.0,0.0,П0003809,ИП Овчинников Сергей Вячеславович
5637218269.0,RUB,2020-12-29,346,ВН-021206,000000064,Текущий ремонт машин и оборудования ОГМ,0.0,шт,12899.0,0.0,П0003809,ИП Овчинников Сергей Вячеславович
