RecId,Валюта,Дата,Накладная,Внутренняя накладная,Номенклатура,Описание,Количество,Единица измерения,Сумма,Сумма НДС,Поставщик,Наименование поставщика
5637218221.0,RUB,2020-12-25,3244696-КРД,ВН-021157,105000903,"Металлические хомуты СИБРТЕХ, силовые, 40-43мм, ширина 20мм, шарнирный, W1, 2шт 47525
Код товара: 15876055   
",12.0,шт,1240.0,248.0,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218222.0,RUB,2020-12-25,3244696-КРД,ВН-021157,109000795,"Круглый напильник 300 мм № 1 ЗУБР ЭКСПЕРТ 1650-30-1_z01
Код товара: 15088447   
",9.0,шт,2047.5,409.5,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218223.0,RUB,2020-12-25,3244696-КРД,ВН-021157,109000795,"Напильник Туламаш плоский 300 1 тупонос. ЭЛМЕЗ 157697
Код товара: 16232945  
",10.0,шт,2441.66,488.34,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218224.0,RUB,2020-12-25,3244696-КРД,ВН-021157,109000795,"Квадратный напильник СИБРТЕХ 200 мм 159637
Код товара: 15605900  
",10.0,шт,1291.67,258.33,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218225.0,RUB,2020-12-25,3244696-КРД,ВН-021157,109000795,"Трехгранный напильник 200 мм № 3 ЗУБР ЭКСПЕРТ 1630-20-3_z01
Код товара: 15088490  
",10.0,шт,1516.67,303.33,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218226.0,RUB,2020-12-25,3244696-КРД,ВН-021157,101111306,"Ручка деревянная для напильников длиной 150 мм Россия 16662
Код товара: 13698626  
",12.0,шт,340.0,68.0,П0003926,"ООО ""ВсеИнструменты.ру"""
5637218227.0,RUB,2020-12-25,339,ВН-021158,000001191,Кабель КГ 4х70,58.0,м,131466.86,26293.37,П0000893,"ООО КОМПАНИЯ ""МАРКО"""
5637218228.0,RUB,2020-12-25,339,ВН-021158,101115744,Выключ. автомат. 200А,3.0,шт,12597.75,2519.55,П0000893,"ООО КОМПАНИЯ ""МАРКО"""
5637218229.0,RUB,2020-12-25,339,ВН-021158,101100541,Выкл Автомат 250А,2.0,шт,8398.5,1679.7,П0000893,"ООО КОМПАНИЯ ""МАРКО"""
5637218230.0,RUB,2020-12-25,339,ВН-021158,000001191,Кабель КГ 4х70,2.0,м,4533.34,906.67,П0000893,"ООО КОМПАНИЯ ""МАРКО"""
5637218231.0,RUB,2020-12-25,ДП-58738/2,ВН-021159,105014348,Видеокамера,4.0,шт,34975.0,6995.0,П0004440,"ООО""Дссл-Первый"""
5637218232.0,RUB,2020-12-24,743,ВН-021163,000000117,Прочие услуги АУП (ИТР) 20%,0.0,шт,2500.0,500.0,П0000425,"ООО ""Сервис-ЮГ-ККМ"""
5637218233.0,RUB,2020-12-24,2301,ВН-021166,000001065,Бензопила,1.0,шт,18874.99,3775.01,П0000452,"ООО Торговый Дом ""Юг-Подшипник"""
5637218234.0,RUB,2020-12-24,2301,ВН-021166,109014860,Набор инструментов,1.0,шт,4791.67,958.33,П0000452,"ООО Торговый Дом ""Юг-Подшипник"""
5637218235.0,RUB,2020-12-24,2301,ВН-021166,109018913,Набор головок,1.0,компл,1750.0,350.0,П0000452,"ООО Торговый Дом ""Юг-Подшипник"""
5637218236.0,RUB,2020-12-24,2301,ВН-021166,109010279,Шуруповерт,2.0,шт,6550.0,1310.0,П0000452,"ООО Торговый Дом ""Юг-Подшипник"""
5637218237.0,RUB,2020-12-24,2301,ВН-021166,109014860,Набор инструментов,2.0,шт,4541.67,908.33,П0000452,"ООО Торговый Дом ""Юг-Подшипник"""
5637218238.0,RUB,2020-12-28,852,ВН-021167,000000085,Прочие услуги (ОП),0.0,шт,45500.0,0.0,П0005306,"ООО ""Гигиена-Эко-Кубань"""
5637218239.0,RUB,2020-12-28,1,ВН-021168,000000123,Услуги ИТ,0.0,шт,34650.5,0.0,П0003587,ИП Акопов Андрей Александрович
5637218240.0,RUB,2020-12-25,",  1,,",ВН-021171,000000094,Текущий ремонт зданий и сооружений ОП,0.0,шт,84000.0,0.0,П0005302,ИП Халеса Владимир Анатольевич
5637218241.0,RUB,2020-12-28,341,ВН-021172,101119110,Светильник светодиодный уличный 100 Вт,5.0,шт,60570.45,12114.09,П0000893,"ООО КОМПАНИЯ ""МАРКО"""
5637218242.0,RUB,2020-12-28,15222,ВН-021173,000000085,Прочие услуги (ОП),0.0,шт,31723.33,6344.67,П0003723,"ООО ""Агентство ""Ртутная безопасность"""
5637218243.0,RUB,2020-12-28,15222,ВН-021173,000000060,Прочие услуги (ОГМ),0.0,шт,11054.17,2210.83,П0003723,"ООО ""Агентство ""Ртутная безопасность"""
5637218244.0,RUB,2020-12-28,15222,ВН-021173,000000016,Прочие услуги (ТС общие),0.0,шт,3434.17,686.83,П0003723,"ООО ""Агентство ""Ртутная безопасность"""
5637218245.0,RUB,2020-12-28,15222,ВН-021173,000000054,Прочие услуги ОГЭ,0.0,шт,5242.5,1048.5,П0003723,"ООО ""Агентство ""Ртутная безопасность"""
5637218246.0,RUB,2020-12-18,12444,ВН-021174,105012593,Прибор газоанализатор СТГ-1-2,1.0,шт,18880.0,3776.0,П0001735,"ООО ""Компания ""База Электроники"""
5637218247.0,RUB,2020-12-24,9392,ВН-021176,000000195,"Выдача информации о зарегистрированных лицах по ЗАО""Тбилисский сахарный завод"" по документу ЗАТС-0001вхСВР/з-11 от 21.12.2020",0.0,шт,3000.0,0.0,П0000349,"Акционерное общество ""Регистратор КРЦ"""
5637218248.0,УЕ2,2020-12-25,5200,ВН-021177,105014330,Маршрутизатор модульный,2.0,шт,2891.67,578.33,П0003843,"ООО ""Прима АйТи"""
5637218249.0,RUB,2020-12-25,2425-0000130497,ВН-021179,000000117,Прочие услуги АУП (ИТР) 20%,0.0,шт,4545.46,909.09,П0001281,"Федеральное государственное унитарное предприятие ""Охрана"" Федеральной службы войск национальной гвардии РФ"
