RecId;Валюта;Дата;Накладная;Внутренняя накладная;Номенклатура;Описание;Количество;Единица измерения;Сумма;Сумма НДС;Поставщик;Наименование поставщика
5637269741;RUB;02.12.2020;Н-0031451;ВН-030621;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269742;RUB;02.12.2020;Н-0031451;ВН-030621;000003463;Сооружение (Железная дорога);1;шт;540176,58; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269743;RUB;02.12.2020;Н-0031451;ВН-030621;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269744;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269745;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269746;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269747;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269748;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269749;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269750;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-11328186,46;- 2 265 637,29;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269751;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-170302,82;- 34 060,56;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269752;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-7520622,74;- 1 504 124,55;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269753;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-1038611,68;- 207 722,34;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269754;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-2822007,47;- 564 401,49;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269755;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269756;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269757;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-4874042,07;- 974 808,41;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269758;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-4288676,92;- 857 735,39;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269759;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-1344890,42;- 268 978,09;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269760;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269761;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269762;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269763;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269764;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-13638835,79;- 2 727 767,15;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269765;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,59;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269766;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-540176,58;- 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269767;RUB;02.12.2020;5627_Н-0031451;ВКН-001678;000003463;Сооружение (Железная дорога);-1;шт;-500094,61;- 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269768;RUB;31.12.2020;331;ВН-030622;105095681;Вентиль;1;шт;450; 0,00;ПС-0034806;"ООО""Навигатор-2000"""
5637269769;RUB;31.12.2020;331;ВН-030622;101093361;Газ пропан сжиженный;429,48;л;10737; 0,00;ПС-0034806;"ООО""Навигатор-2000"""
5637269770;RUB;13.01.2021;АМЗН000007;ВН-030623;000000024;ремонт DL-250???;0;шт;6000; 0,00;ПС-0030027;ИП Карамышев Рашид Хасанович
5637269771;RUB;12.01.2021;АМЗН000008;ВН-030624;000000024;ремонт DL-250???;0;шт;5600; 0,00;ПС-0030027;ИП Карамышев Рашид Хасанович
5637269772;RUB;12.01.2021;АМЗН000010;ВН-030625;000000024;ремонт JD-318???;0;шт;1000; 0,00;ПС-0030027;ИП Карамышев Рашид Хасанович
5637269773;RUB;13.01.2021;АМЗН000009;ВН-030626;000000024;ремонт JD-318???;0;шт;1100; 0,00;ПС-0030027;ИП Карамышев Рашид Хасанович
5637269774;RUB;02.12.2020;НТП000013;ВН-030627;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269775;RUB;02.12.2020;НПТ000015;ВН-030628;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269776;RUB;02.12.2020;НПТ000012;ВН-030629;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269777;RUB;02.12.2020;НПТ000018;ВН-030630;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269778;RUB;02.12.2020;НПТ000016;ВН-030631;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269779;RUB;02.12.2020;НПТ000029;ВН-030632;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269780;RUB;02.12.2020;НПТ000033;ВН-030633;000003463;Сооружение (Железная дорога);1;шт;11328186,46; 2 265 637,29;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269781;RUB;02.12.2020;НПТ000036;ВН-030634;000003463;Сооружение (Железная дорога);1;шт;170302,82; 34 060,56;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269782;RUB;02.12.2020;НПТ000037;ВН-030635;000003463;Сооружение (Железная дорога);1;шт;7520622,74; 1 504 124,55;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269783;RUB;02.12.2020;НПТ000038;ВН-030636;000003463;Сооружение (Железная дорога);1;шт;1038611,68; 207 722,34;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269784;RUB;02.12.2020;НПТ000039;ВН-030637;000003463;Сооружение (Железная дорога);1;шт;2822007,47; 564 401,49;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269785;RUB;02.12.2020;НПТ000040;ВН-030638;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269786;RUB;02.12.2020;НПТ000041;ВН-030639;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269787;RUB;02.12.2020;НПТ000042;ВН-030640;000003463;Сооружение (Железная дорога);1;шт;4874042,07; 974 808,41;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269788;RUB;02.12.2020;НПТ000043;ВН-030641;000003463;Сооружение (Железная дорога);1;шт;4288676,92; 857 735,39;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269789;RUB;02.12.2020;НПТ000044;ВН-030642;000003463;Сооружение (Железная дорога);1;шт;1344890,42; 268 978,09;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269790;RUB;02.12.2020;НПТ000030;ВН-030643;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269791;RUB;02.12.2020;НПТ000048;ВН-030644;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269792;RUB;02.12.2020;НПТ000047;ВН-030645;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269793;RUB;02.12.2020;НПТ000045;ВН-030646;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269794;RUB;02.12.2020;НПТ000049;ВН-030647;000003463;Сооружение (Железная дорога);1;шт;13638835,78; 2 727 767,16;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269795;RUB;02.12.2020;НТП000050;ВН-030648;000003463;Сооружение (Железная дорога);1;шт;540176,59; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269796;RUB;02.12.2020;НПТ000051;ВН-030649;000003463;Сооружение (Железная дорога);1;шт;540176,58; 108 035,32;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269797;RUB;12.01.2021;2;ВН-030650;104097020;"Пакет бумажный 1 кг ""Услад""";1000800;шт;867360; 173 472,00;ПС-0100639;"ООО ТД ""ЮПП"""
5637269799;RUB;30.12.2020;Н-0031482;ВН-030651;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8750; 1 750,00;ПС-0035266;ИП Лямкин Олег Иванович
5637269800;RUB;30.12.2020;Н-0031483;ВН-030652;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8750; 1 750,00;ПС-0035266;ИП Лямкин Олег Иванович
5637269801;RUB;01.12.2020;Н-0031484;ВН-030653;000000172;"Текущий ремонт зданий и сооружений СГП
по счёту № 151 от 17.12.20г.";0;шт;8166,67; 1 633,33;ПС-0035266;ИП Лямкин Олег Иванович
5637269802;RUB;21.12.2020;Н-0031485;ВН-030654;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8166,67; 1 633,33;ПС-0035266;ИП Лямкин Олег Иванович
5637269803;RUB;30.12.2020;Н-0031486;ВН-030655;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8166,67; 1 633,33;ПС-0035266;ИП Лямкин Олег Иванович
5637269804;RUB;30.12.2020;Н-0031487;ВН-030656;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8166,67; 1 633,33;ПС-0035266;ИП Лямкин Олег Иванович
5637269805;RUB;30.12.2020;Н-0031488;ВН-030657;000000172;Текущий ремонт зданий и сооружений СГП;0;шт;8166,67; 1 633,33;ПС-0035266;ИП Лямкин Олег Иванович
5637269806;RUB;13.01.2021;Н-0031489;ВН-030658;000000172;"Текущий ремонт зданий и сооружений СГП
счёт № 4 от 13.01.21г.";0;шт;8833,33; 1 766,67;ПС-0035266;ИП Лямкин Олег Иванович
5637269807;RUB;30.12.2020;648;ВН-030659;000000042;услуги по производству и монтажу металлических конструкций;0;шт;188000; 0,00;ПС-0035785;ИП Боталов Николай Иванович
5637269808;RUB;04.12.2020;965;ВН-030660;000000201;Накладные расходы (доставка, хранение и пр.);0;шт;10800; 0,00;ПС-0100187;ИП Сушкова Наталья Валентиновна
5637269809;RUB;02.12.2020;НПТ000046;ВН-030661;000003463;Сооружение (Железная дорога);1;шт;500094,61; 100 018,92;ПС-0033471;"ЗАО ""Тбилисский сахарный завод """
5637269810;RUB;31.12.2020;FOSS/0010421/0035340;ВН-030662;000000123;Услуги ИТ;0;шт;1945,96; 389,19;ПС-0035383;"ПАО ""МТС"""
5637269811;RUB;29.12.2020;Н-0031495;ВН-030663;000000001;Дополнительные работы по монтажу подогревателя;0;шт;203600; 40 720,00;ПС-0100413;"ООО ""СтройКомплект"""
5637269812;RUB;29.12.2020;Н-0031496;ВН-030664;000000002;Реконструкция жомопрессового отделения;0;шт;985500; 197 100,00;ПС-0100413;"ООО ""СтройКомплект"""
5637269813;RUB;29.12.2020;Н-0031497;ВН-030665;000000001;строительство бака сиропа №2;0;шт;1167000; 233 400,00;ПС-0100413;"ООО ""СтройКомплект"""
5637269814;RUB;31.12.2020;4-4-2020;ВН-030666;000000123;Услуги ИТ;0;шт;28501,52; 0,00;ПС-0100580;ИП Колесников Антон Петрович
5637269815;RUB;31.12.2020;883;ВН-030667;000000123;Услуги ИТ;0;шт;115350; 23 070,00;ПС-0100048;"АО ""Колумбус"""
5637269816;RUB;31.12.2020;883;ВН-030667;000000123;Услуги ИТ;0;шт;115350; 23 070,00;ПС-0100048;"АО ""Колумбус"""
5637269817;RUB;05.01.2021;0000655/01000214;ВН-030668;000000205;"Транспортные услуги по перевозке грузов 
Перевыставляемые услуги";1;шт;328080; 65 616,00;ПС-0030915;"ОАО ""РЖД"""
5637269818;RUB;05.01.2021;0000655/01000509;ВН-030669;000000205;"Погрузка/разгрузка 
Перевыставляемые услуги";1;шт;13464; 2 692,80;ПС-0030915;"ОАО ""РЖД"""
5637269819;RUB;05.01.2021;0000655/01000220;ВН-030670;000000205;Охрана и сопровождение грузов Перевыставляемые услуги;1;шт;29087; 5 817,40;ПС-0030915;"ОАО ""РЖД"""
5637269820;RUB;31.12.2020;189;ВН-030671;000000123;Услуги ИТ;0;шт;10200; 0,00;ПС-0100340;ИП Милешин Алексей Анатольевич
5637269821;RUB;31.12.2020;0219890;ВН-030672;000000117;Прочие услуги АУП (ИТР) 20%;0;шт;1800000; 360 000,00;ПС-0032098;"ООО ""СДС"""
5637269822;RUB;11.01.2021;110;ВН-030673;000000168;"Услуги перевозчика СГП (рейс)
акт № 110 от 11.01.21г.";0;шт;775000,8; 0,00;ПС-0100439;ИП Юдин Олег Петрович
5637269823;RUB;31.01.2021;50;ВН-030674;000000127;Прочие услуги (ЖКХ) услуги каб.телевид и за интернет январь 2021г.;0;шт;1250; 0,00;ПС-0033942;"ООО "" Телемакс"""
5637269824;RUB;13.01.2021;344;ВН-030675;000000118;Прочие услуги АУП(ИТР)10% услуги по организации проживания в гостинице;0;шт;24000; 0,00;ПС-0100911;"ООО ""Миллениум - командировочные решения"""
5637269825;RUB;14.01.2021;Н-0031508;ВН-030676;413495812;Газ-вода 0,5л;48;шт;560; 112,00;ПС-0100909;"ООО ""Зодиак-Сервис"""
5637269826;RUB;12.01.2021;3;ВН-030677;000000186;Оформление ГТД;0;шт;7398; 0,00;ПС-0034929;"ООО ""Центр внешнеэкономических технологий"""
5637269827;RUB;12.01.2021;2;ВН-030678;000000186;Оформление ГТД;0;шт;8014,5; 0,00;ПС-0034929;"ООО ""Центр внешнеэкономических технологий"""
5637269828;RUB;11.01.2021;Н-0031511;ВН-030679;000000083;Транспортные услуги по вывозу дефеката;0;шт;672000; 0,00;ПС-0100878;ИП Христинин Виктор Геннадьевич
5637269829;RUB;23.12.2020;00000645;ВН-030680;000000136;лабораторные исследования по программе производственного контроля;0;шт;2537,75; 507,55;ПС-0032449;"УФК по Пензенской области (Филиал ФБУЗ ""Центр гигиены и эпидемиологии в Пензенской области в Каменском районе"" л/с 20556U43140)"
